id	isolate	source	species	aspA	glnA	gltA	glyA	pgm	tkt	uncA
52698	H1883	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52699	H1884	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52700	H1886	human stool	Campylobacter jejuni	47	2	4	2	6	5	17
52701	H1887	human stool	Campylobacter jejuni	4	7	10	4	42	5	1
52702	H189	human stool	Campylobacter jejuni	2	4	2	2	6	1	5
52703	H1891	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52704	H1892	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52705	H1894	human stool	Campylobacter jejuni	4	7	10	4	42	51	1
52706	H1896	human blood culture	Campylobacter jejuni	10	81	50	99	120	76	52
52707	H1897	human stool	Campylobacter jejuni	1	307	3	4	5	9	3
52708	H1898	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52709	H1899	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52710	H18a	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52711	H18b	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52712	H190	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52713	H1900	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52714	H1901	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52715	H1902	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52716	H1906	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52717	H1907	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52718	H1908	human stool	Campylobacter jejuni	1	307	3	4	5	9	3
52719	H1909	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52720	H1910	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
52721	H1911	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52722	H1912	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52723	H1914	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52724	H1916	human stool	Campylobacter jejuni	2	1	12	88	2	1	5
52725	H1917	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52726	H1918	human stool	Campylobacter jejuni	2	1	5	3	2	3	5
52727	H1920	human stool	Campylobacter jejuni	4	7	10	4	42	51	1
52728	H1921	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52729	H1924	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52730	H1925	human stool	Campylobacter jejuni	2	1	12	88	2	1	5
52731	H1926	human stool	Campylobacter jejuni	10	1	16	19	10	5	7
52732	H1928	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52733	H1929	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52734	H1931	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52735	H1932	human stool	Campylobacter jejuni	2	1	21	3	62	1	5
52736	H1933	human stool	Campylobacter jejuni	4	7	10	4	42	25	1
52737	H1934	human stool	Campylobacter jejuni	1	2	4	62	4	5	17
52738	H1935	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52739	H1936	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52740	H1937	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
52741	H1938	human stool	Campylobacter jejuni	2	1	12	88	2	1	5
52742	H1940	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52743	H1941	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52744	H1945	human stool	Campylobacter jejuni	7	21	5	62	4	61	44
52745	H1946	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
52746	H1947	human stool	Campylobacter jejuni	10	1	16	19	10	5	7
52747	H1948	human stool	Campylobacter jejuni	10	1	16	19	10	5	7
52748	H195	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
52749	H1950	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52750	H1951	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52751	H1952	human stool	Campylobacter jejuni	2	1	12	88	2	1	5
52752	H1953	human stool	Campylobacter jejuni	2	29	4	27	10	25	57
52753	H1954	human stool	Campylobacter jejuni	2	1	5	3	2	3	5
52754	H1955	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52755	H1956	human stool	Campylobacter jejuni	37	52	57	26	107	29	23
52756	H1957	human stool	Campylobacter jejuni	2	1	5	3	2	5	5
52757	H1958	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
52758	H1959	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52759	H1961	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52760	H1962	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52761	H1963	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52762	H1966	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52763	H1967	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52764	H1969	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52765	H1972	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52766	H1977	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52767	H1978	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52768	H1979	human stool	Campylobacter jejuni	2	4	1	2	2	5	5
52769	H1980	human stool	Campylobacter jejuni	2	1	5	3	2	5	5
52770	H1981	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52771	H1982	human stool	Campylobacter jejuni	10	1	16	19	10	5	7
52772	H1983	human stool	Campylobacter jejuni	7	21	5	62	4	61	44
52773	H1985	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
52774	H1987	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52775	H198a	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52776	H198b	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52777	H1991	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52778	H1999	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52779	H200	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52780	H2000	human stool	Campylobacter jejuni	2	4	2	2	6	1	5
52781	H2001	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52782	H2002	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52783	H2003	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52784	H2005	human stool	Campylobacter jejuni	2	1	5	3	2	5	5
52785	H2009	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52786	H2010	human stool	Campylobacter jejuni	2	4	2	2	6	1	5
52787	H2012	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52788	H2013	human stool	Campylobacter jejuni	4	7	10	4	42	51	1
52789	H2015	human stool	Campylobacter jejuni	7	17	5	2	86	232	1
52790	H2016	human stool	Campylobacter jejuni	1	307	3	4	5	9	3
52791	H2018	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52792	H2019	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52793	H202	human stool	Campylobacter jejuni	2	1	4	28	58	25	58
52794	H2020	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52795	H2024	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
52796	H2025	human stool	Campylobacter jejuni	2	1	5	3	2	5	5
52797	H2026	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
52798	H2027	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
52799	H2028	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52800	H2031	human stool	Campylobacter jejuni	2	351	12	88	2	1	5
52801	H2033	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52802	H2034	human stool	Campylobacter jejuni	2	4	5	2	10	1	5
52803	H2035	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52804	H2036	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52805	H2038	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
52806	H2039	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52807	H204	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52808	H2040	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52809	H2045	human stool	Campylobacter jejuni	9	2	2	10	10	3	5
52810	H2046	human stool	Campylobacter jejuni	8	10	149	2	11	12	6
52811	H2048	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52812	H2051	human stool	Campylobacter jejuni	2	1	5	3	2	3	5
52813	H2053	human stool	Campylobacter jejuni	1	6	60	24	12	28	1
52814	H2054	human stool	Campylobacter jejuni	1	6	60	24	12	28	1
52815	H2055	human stool	Campylobacter jejuni	1	6	60	24	12	28	1
52816	H2056	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
52817	H2057	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52818	H2058	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52819	H2059	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
52820	H2060	human stool	Campylobacter jejuni	7	21	5	62	4	61	44
52821	H2061	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52822	H2062	human stool	Campylobacter jejuni	239	27	16	19	10	5	7
52823	H2063	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
52824	H2064	human stool	Campylobacter jejuni	10	1	16	19	10	5	7
52825	H2065	human stool	Campylobacter jejuni	2	1	5	3	2	5	5
52826	H2066	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52827	H2067	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
52828	H2068	human stool	Campylobacter jejuni	10	1	16	19	10	5	7
52829	H2069	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
52830	H2071	human stool	Campylobacter jejuni	1	4	2	2	2	3	17
52831	H2072	human stool	Campylobacter jejuni	8	10	149	2	11	12	6
52832	H2073	human stool	Campylobacter jejuni	2	1	12	88	2	1	5
52833	H2074	human stool	Campylobacter jejuni	2	4	2	2	6	1	5
52834	H2076	human stool	Campylobacter jejuni	10	81	50	99	120	76	52
52835	H2077	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52836	H2078	human stool	Campylobacter jejuni	2	4	1	2	2	5	5
52837	H2079	human stool	Campylobacter jejuni	8	10	149	2	11	12	6
52838	H207a	human stool	Campylobacter jejuni	2	4	1	4	1	1	5
52839	H208	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52840	H2082	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52841	H2083	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
52842	H2084	human stool	Campylobacter jejuni	2	1	5	88	2	11	5
52843	H2085	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52844	H2086a	human stool	Campylobacter jejuni	2	165	73	147	220	190	104
52845	H2086b	human stool	Campylobacter jejuni	2	165	73	147	220	190	104
52846	H2087	human stool	Campylobacter jejuni	4	7	10	4	42	25	1
52847	H2090	human stool	Campylobacter jejuni	7	2	2	2	11	12	6
52848	H2091	human stool	Campylobacter jejuni	1	6	60	24	12	28	1
52849	H2093	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52850	H2095	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52851	H2096	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52852	H2097	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52853	H2098	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52854	H2099	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52855	H21	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
52856	H2100	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52857	H2101	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52858	H2102	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52859	H2103	human stool	Campylobacter jejuni	2	1	12	88	2	1	5
52860	H2104	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52861	H2105	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52862	H2106	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52863	H2107	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52864	H2108	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52865	H2109	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52866	H2110	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52867	H2111	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
52868	H2112	human stool	Campylobacter jejuni	4	7	10	4	42	51	1
52869	H2113	human stool	Campylobacter jejuni	4	2	4	62	4	5	6
52870	H2114	human stool	Campylobacter jejuni	9	7	10	4	1	7	1
52871	H2116	human stool	Campylobacter jejuni	239	27	16	19	10	5	7
52872	H2117	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
52873	H2118	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52874	H212	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52875	H2121	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52876	H2122	human stool	Campylobacter jejuni	1	6	60	24	12	28	1
52877	H2123	human stool	Campylobacter jejuni	2	4	5	2	10	1	5
52878	H2125	human stool	Campylobacter jejuni	10	81	50	99	120	76	52
52879	H2127	human blood culture	Campylobacter jejuni	10	81	50	99	120	76	52
52880	H213	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52881	H2131	human stool	Campylobacter jejuni	2	1	5	3	2	5	5
52882	H2132	human stool	Campylobacter jejuni	4	7	10	1	1	7	1
52883	H2133	human stool	Campylobacter jejuni	2	4	5	2	10	1	5
52884	H2135	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52885	H2136	human stool	Campylobacter jejuni	7	276	5	2	135	68	26
52886	H2137	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52887	H2138	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
52888	H2139	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
52889	H214	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52890	H2140	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
52891	H2141a	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52892	H2141b	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52893	H2144	human stool	Campylobacter jejuni	4	7	10	4	42	7	1
52894	H2145	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52895	H2146	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52896	H2148	human stool	Campylobacter jejuni	1	1	21	3	2	1	5
52897	H2149	human stool	Campylobacter jejuni	2	1	1	380	2	1	5
52898	H215	human stool	Campylobacter jejuni	2	4	2	2	6	1	5
52899	H2150	human stool	Campylobacter coli	33	39	30	82	475	43	17
52900	H2151	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52901	H2152	human stool	Campylobacter jejuni	4	7	10	4	1	1	1
52902	H2153	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52903	H2156	human stool	Campylobacter jejuni	2	1	5	3	2	3	5
52904	H2157	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52905	H2158	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52906	H216	human stool	Campylobacter jejuni	2	4	2	2	6	1	5
52907	H2160	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52908	H2162	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52909	H2164	human stool	Campylobacter jejuni	7	2	2	2	11	12	6
52910	H2165	human stool	Campylobacter jejuni	7	2	5	72	2	383	6
52911	H2166	human stool	Campylobacter coli	129	66	30	82	189	47	17
52912	H2167	human stool	Campylobacter jejuni	4	7	10	4	42	51	1
52913	H217	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52914	H2173	human stool	Campylobacter jejuni	10	81	50	99	120	76	52
52915	H2174	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52916	H2175	human stool	Campylobacter jejuni	22	61	4	64	74	25	23
52917	H2178	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52918	H2179	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52919	H218	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52920	H2180	human stool	Campylobacter jejuni	2	1	5	3	2	3	5
52921	H2182	human stool	Campylobacter jejuni	2	2	1	2	2	1	5
52922	H2183	human stool	Campylobacter jejuni	2	1	5	88	2	11	5
52923	H2188b	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52924	H2189a	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52925	H2190	human stool	Campylobacter jejuni	7	2	2	2	11	12	6
52926	H2191	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52927	H2193a	human stool	Campylobacter coli	33	38	30	82	104	43	17
52928	H2193b	human stool	Campylobacter coli	33	38	30	82	104	43	17
52929	H2196a	human stool	Campylobacter jejuni	10	1	16	19	10	5	7
52930	H2198	human stool	Campylobacter jejuni	7	2	2	2	11	12	6
52931	H2199	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
52932	H22	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52933	H220	human stool	Campylobacter jejuni	2	4	2	2	6	1	5
52934	H2200	human stool	Campylobacter jejuni	2	1	12	88	2	1	5
52935	H2201a	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52936	H2201b	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52937	H2202	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
52938	H2203	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52939	H2204	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
52940	H2205	human stool	Campylobacter jejuni	2	2	1	2	2	1	5
52941	H2206	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52942	H2207	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52943	H2208b	human stool	Campylobacter jejuni	7	21	5	62	4	61	44
52944	H2209a	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52945	H2209b	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52946	H2210b	human stool	Campylobacter jejuni	2	4	5	676	2	1	5
52947	H2211	human stool	Campylobacter jejuni	2	1	5	3	2	3	5
52948	H2214	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52949	H2215	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52950	H2216	human stool	Campylobacter jejuni	2	1	1	380	2	1	5
52951	H2217	human stool	Campylobacter jejuni	2	1	1	380	2	1	5
52952	H2218a	human stool	Campylobacter jejuni	4	7	10	1	1	7	1
52953	H2218b	human stool	Campylobacter jejuni	4	7	10	1	1	7	1
52954	H2219	human stool	Campylobacter jejuni	2	1	1	380	2	1	5
52955	H222	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52956	H2220a	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52957	H2220b	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
52958	H2221a	human stool	Campylobacter coli	33	39	30	82	104	173	68
52959	H2221b	human stool	Campylobacter coli	33	39	30	82	104	173	68
52960	H2222a	human stool	Campylobacter jejuni	2	1	5	3	2	3	5
52961	H2222b	human stool	Campylobacter jejuni	2	1	5	3	2	3	5
52962	H2223a	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52963	H2223b	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52964	H2224a	human stool	Campylobacter coli	33	39	30	82	104	173	68
52965	H2224b	human stool	Campylobacter coli	33	39	30	82	104	173	68
52966	H2225a	human stool	Campylobacter jejuni	2	1	12	88	2	1	5
52967	H2226a	human stool	Campylobacter coli	32	39	30	82	104	324	17
52968	H2226b	human stool	Campylobacter coli	32	39	30	82	104	324	17
52969	H2228a	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52970	H2229a	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52971	H2229b	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
52972	H223	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
52973	H2230a	human stool	Campylobacter jejuni	2	1	5	3	2	5	5
52974	H2230b	human stool	Campylobacter jejuni	2	1	5	3	2	5	5
52975	H2231a	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52976	H2233a	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52977	H2233b	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52978	H2234a	human stool	Campylobacter jejuni	239	27	16	19	10	5	7
52979	H2234b	human stool	Campylobacter jejuni	239	27	16	19	10	5	7
52980	H2235a	human stool	Campylobacter coli	33	39	65	79	104	77	17
52981	H2235b	human stool	Campylobacter coli	33	39	65	79	104	77	17
52982	H2236a	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52983	H2236b	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52984	H2237a	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52985	H2237b	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52986	H2238a	human stool	Campylobacter jejuni	4	7	10	4	42	7	1
52987	H2239a	human stool	Campylobacter jejuni	7	2	2	2	11	12	6
52988	H2242a	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
52989	H2242b	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
52990	H2243a	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52991	H2243b	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
52992	H2245	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52993	H2246	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
52994	H2247	human stool	Campylobacter coli	129	66	30	82	189	47	17
52995	H2248b	human stool	Campylobacter jejuni	2	1	1	380	2	1	5
52996	H2249a	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52997	H2249b	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
52998	H225	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
52999	H2250a	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
53000	H2250b	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
53001	H2252b	human stool	Campylobacter jejuni	7	25	1	10	11	3	354
53002	H2254a	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53003	H2259b	human stool	Campylobacter jejuni	10	1	16	19	10	5	7
53004	H226	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
53005	H2260b	human stool	Campylobacter jejuni	4	7	10	4	42	51	1
53006	H2261a	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53007	H2262a	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
53008	H2263a	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
53009	H2264b	human stool	Campylobacter jejuni	1	6	60	24	12	28	1
53010	H2265a	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53011	H2266b	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
53012	H2267a	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53013	H2267b	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53014	H2269a	human stool	Campylobacter jejuni	2	1	5	3	2	3	5
53015	H2270b	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53016	H2272a	human stool	Campylobacter jejuni	10	1	16	19	10	5	7
53017	H2272b	human stool	Campylobacter jejuni	10	1	16	19	10	5	7
53018	H2273a	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53019	H2274a	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
53020	H2275a	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53021	H2277a	human stool	Campylobacter coli	33	39	30	82	104	173	68
53022	H2277b	human stool	Campylobacter coli	33	39	30	82	104	173	68
53023	H2279b	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
53024	H228	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
53025	H2280b	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
53026	H2281a	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
53027	H2282b	human stool	Campylobacter jejuni	9	53	5	10	11	3	3
53028	H2283b	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53029	H2284a	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
53030	H2285a	human stool	Campylobacter jejuni	4	7	10	4	42	51	1
53031	H2287a	human stool	Campylobacter jejuni	4	7	10	4	42	51	1
53032	H2288a	human stool	Campylobacter jejuni	4	7	10	4	42	7	1
53033	H2289b	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
53034	H229	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
53035	H2290a	human stool	Campylobacter jejuni	2	1	12	88	2	1	5
53036	H2291a	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53037	H2293b	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53038	H2294a	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53039	H2295a	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53040	H2296a	human stool	Campylobacter jejuni	47	2	4	2	6	5	17
53041	H2297	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53042	H2299a	human stool	Campylobacter jejuni	2	2	1	2	2	1	5
53043	H23	human stool	Campylobacter jejuni	2	4	1	2	2	1	5
53044	H230	human stool	Campylobacter jejuni	2	4	5	2	2	5	5
53045	H2300b	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53046	H2301b	human stool	Campylobacter jejuni	2	1	5	3	2	3	5
53047	H2303	human stool	Campylobacter jejuni	2	1	1	380	2	1	5
53048	H2304a	human stool	Campylobacter jejuni	4	7	10	4	42	51	1
53049	H2306b	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
53050	H2307a	human stool	Campylobacter jejuni	7	21	5	62	4	61	44
53051	H2308b	human stool	Campylobacter jejuni	2	1	1	380	2	1	5
